dataset,algorithm,quantity,rmse,train_time,predict_time,n_ins,n_outs,n_filters,n_kernels,n_epochs,n_batch,n_diff,res_sizes,n_leaking_rate,spectral_rads,n_nodes,p_params,d_params,q_params,t_params,P_params,D_params,Q_params,m_params
shortterm,sarima,datarate,8.669741969,0.358043028,0.002449229,,,,,,,,,,,,2,0,1,1,0,2,0,n
shortterm,sarima,datarate,8.67056816,0.323176179,0.002538967,,,,,,,,,,,,2,0,1,2,0,0,0,n
shortterm,sarima,datarate,8.690224526,0.299454251,0.002279057,,,,,,,,,,,,2,0,1,2,0,1,0,n
shortterm,sarima,datarate,8.636805677,0.398507794,0.00248925,,,,,,,,,,,,2,0,1,2,0,2,0,n
shortterm,sarima,datarate,8.469177738,0.23509717,0.003182978,,,,,,,,,,,,2,0,1,0,0,0,0,c
shortterm,sarima,datarate,8.678208314,0.347916729,0.003363556,,,,,,,,,,,,2,0,1,0,0,1,0,c
shortterm,sarima,datarate,8.71793821,0.485635895,0.00340446,,,,,,,,,,,,2,0,1,0,0,2,0,c
shortterm,sarima,datarate,8.420248185,0.382284717,0.00332116,,,,,,,,,,,,2,0,1,1,0,0,0,c
shortterm,sarima,datarate,8.592625638,0.45332643,0.003349966,,,,,,,,,,,,2,0,1,1,0,1,0,c
shortterm,sarima,datarate,8.535705263,0.516993301,0.003390736,,,,,,,,,,,,2,0,1,1,0,2,0,c
shortterm,sarima,datarate,8.686397954,0.421719414,0.003370854,,,,,,,,,,,,2,0,1,2,0,0,0,c
shortterm,sarima,datarate,9.945368794,0.55135498,0.003352319,,,,,,,,,,,,2,0,1,2,0,1,0,c
shortterm,sarima,datarate,8.505885988,0.557353614,0.003391086,,,,,,,,,,,,2,0,1,2,0,2,0,c
shortterm,sarima,datarate,8.588009155,0.291082691,0.003254156,,,,,,,,,,,,2,0,1,0,0,0,0,t
shortterm,sarima,datarate,8.564242552,0.441768489,0.00336456,,,,,,,,,,,,2,0,1,0,0,1,0,t
shortterm,sarima,datarate,8.615649593,0.480760992,0.003405807,,,,,,,,,,,,2,0,1,0,0,2,0,t
shortterm,sarima,datarate,8.525154906,0.400529312,0.003372473,,,,,,,,,,,,2,0,1,1,0,0,0,t
shortterm,sarima,datarate,8.705498193,0.504628066,0.003404985,,,,,,,,,,,,2,0,1,1,0,1,0,t
shortterm,sarima,datarate,8.670876771,0.547831704,0.003499421,,,,,,,,,,,,2,0,1,1,0,2,0,t
shortterm,sarima,datarate,8.769533466,0.493504749,0.003447555,,,,,,,,,,,,2,0,1,2,0,0,0,t
shortterm,sarima,datarate,9.232956676,0.711730834,0.003420863,,,,,,,,,,,,2,0,1,2,0,1,0,t
shortterm,sarima,datarate,8.716120542,0.631872668,0.003409156,,,,,,,,,,,,2,0,1,2,0,2,0,t
shortterm,sarima,datarate,8.476387602,0.295418453,0.003204337,,,,,,,,,,,,2,0,1,0,0,0,0,ct
shortterm,sarima,datarate,9.019156981,0.393576459,0.003358824,,,,,,,,,,,,2,0,1,0,0,1,0,ct
shortterm,sarima,datarate,9.47377813,0.516410488,0.003351739,,,,,,,,,,,,2,0,1,0,0,2,0,ct
shortterm,sarima,datarate,8.837474605,0.434285144,0.003416485,,,,,,,,,,,,2,0,1,1,0,0,0,ct
shortterm,sarima,datarate,8.858081088,0.496960393,0.003376397,,,,,,,,,,,,2,0,1,1,0,1,0,ct
shortterm,sarima,datarate,9.305478059,0.539759434,0.003379592,,,,,,,,,,,,2,0,1,1,0,2,0,ct
shortterm,sarima,datarate,8.442760212,0.477300215,0.003337681,,,,,,,,,,,,2,0,1,2,0,0,0,ct
shortterm,sarima,datarate,10.84924415,0.575183891,0.003414112,,,,,,,,,,,,2,0,1,2,0,1,0,ct
shortterm,sarima,datarate,9.082731937,0.581307282,0.003476249,,,,,,,,,,,,2,0,1,2,0,2,0,ct
shortterm,sarima,datarate,8.776415387,0.082763016,0.00227814,,,,,,,,,,,,2,0,2,0,0,0,0,n
shortterm,sarima,datarate,8.780770714,0.149526708,0.00227954,,,,,,,,,,,,2,0,2,0,0,1,0,n
shortterm,sarima,datarate,8.769609222,0.190437665,0.002339784,,,,,,,,,,,,2,0,2,0,0,2,0,n
shortterm,sarima,datarate,8.771224196,0.175434281,0.002272525,,,,,,,,,,,,2,0,2,1,0,0,0,n
shortterm,sarima,datarate,8.796678403,0.236987086,0.002267624,,,,,,,,,,,,2,0,2,1,0,1,0,n
shortterm,sarima,datarate,8.800893184,0.263363272,0.002325453,,,,,,,,,,,,2,0,2,1,0,2,0,n
shortterm,sarima,datarate,8.636180821,0.320904443,0.002516054,,,,,,,,,,,,2,0,2,2,0,0,0,n
shortterm,sarima,datarate,8.817202219,0.409507339,0.002460208,,,,,,,,,,,,2,0,2,2,0,1,0,n
shortterm,sarima,datarate,8.854928562,0.292679545,0.002277885,,,,,,,,,,,,2,0,2,2,0,2,0,n
shortterm,sarima,datarate,8.656448996,0.169227665,0.003354148,,,,,,,,,,,,2,0,2,0,0,0,0,c
shortterm,sarima,datarate,8.662723305,0.312375408,0.003398977,,,,,,,,,,,,2,0,2,0,0,1,0,c
shortterm,sarima,datarate,8.652538287,0.427228908,0.003491203,,,,,,,,,,,,2,0,2,0,0,2,0,c
shortterm,sarima,datarate,8.659218175,0.312647775,0.003294765,,,,,,,,,,,,2,0,2,1,0,0,0,c
shortterm,sarima,datarate,8.672473127,0.437461421,0.003363492,,,,,,,,,,,,2,0,2,1,0,1,0,c
shortterm,sarima,datarate,8.655481093,0.511961519,0.003515291,,,,,,,,,,,,2,0,2,1,0,2,0,c
shortterm,sarima,datarate,8.672140526,0.405231299,0.003354793,,,,,,,,,,,,2,0,2,2,0,0,0,c
shortterm,sarima,datarate,8.656918166,0.557769868,0.003452279,,,,,,,,,,,,2,0,2,2,0,1,0,c
shortterm,sarima,datarate,8.678195117,0.574615425,0.003431747,,,,,,,,,,,,2,0,2,2,0,2,0,c
shortterm,sarima,datarate,8.752675263,0.192217835,0.003279411,,,,,,,,,,,,2,0,2,0,0,0,0,t
shortterm,sarima,datarate,8.772656329,0.324518108,0.003393294,,,,,,,,,,,,2,0,2,0,0,1,0,t
shortterm,sarima,datarate,8.753686811,0.447028154,0.003506604,,,,,,,,,,,,2,0,2,0,0,2,0,t
shortterm,sarima,datarate,8.750693893,0.386747212,0.003309999,,,,,,,,,,,,2,0,2,1,0,0,0,t
shortterm,sarima,datarate,8.776702903,0.429265182,0.003376663,,,,,,,,,,,,2,0,2,1,0,1,0,t
shortterm,sarima,datarate,8.737309158,0.451311083,0.003535607,,,,,,,,,,,,2,0,2,1,0,2,0,t
shortterm,sarima,datarate,8.679217403,0.509925876,0.003390144,,,,,,,,,,,,2,0,2,2,0,0,0,t
shortterm,sarima,datarate,9.007747217,0.601493493,0.003398141,,,,,,,,,,,,2,0,2,2,0,1,0,t
shortterm,sarima,datarate,8.787479689,0.573729675,0.003409372,,,,,,,,,,,,2,0,2,2,0,2,0,t
shortterm,sarima,datarate,8.665244165,0.216308661,0.003257451,,,,,,,,,,,,2,0,2,0,0,0,0,ct
shortterm,sarima,datarate,8.668949732,0.366700324,0.003330119,,,,,,,,,,,,2,0,2,0,0,1,0,ct
shortterm,sarima,datarate,8.665222935,0.49472247,0.003407924,,,,,,,,,,,,2,0,2,0,0,2,0,ct
shortterm,sarima,datarate,8.665165244,0.438218453,0.003336054,,,,,,,,,,,,2,0,2,1,0,0,0,ct
shortterm,sarima,datarate,8.657275196,0.499447461,0.003293099,,,,,,,,,,,,2,0,2,1,0,1,0,ct
shortterm,sarima,datarate,8.667298672,0.574376889,0.0034975,,,,,,,,,,,,2,0,2,1,0,2,0,ct
shortterm,sarima,datarate,8.657793553,0.484000812,0.003357781,,,,,,,,,,,,2,0,2,2,0,0,0,ct
shortterm,sarima,datarate,8.838549091,0.570146129,0.003335266,,,,,,,,,,,,2,0,2,2,0,1,0,ct
shortterm,sarima,datarate,8.635330235,0.633658513,0.003504551,,,,,,,,,,,,2,0,2,2,0,2,0,ct
shortterm,sarima,datarate,8.712321728,0.00570125,0.00215074,,,,,,,,,,,,2,1,0,0,0,0,0,n
shortterm,sarima,datarate,8.726072858,0.029167798,0.002267164,,,,,,,,,,,,2,1,0,0,0,1,0,n
shortterm,sarima,datarate,8.769651852,0.052305191,0.002290414,,,,,,,,,,,,2,1,0,0,0,2,0,n
shortterm,sarima,datarate,8.72152178,0.026745137,0.002181712,,,,,,,,,,,,2,1,0,1,0,0,0,n
shortterm,sarima,datarate,8.730383991,0.057853115,0.002212241,,,,,,,,,,,,2,1,0,1,0,1,0,n
shortterm,sarima,datarate,8.772666452,0.136924497,0.002268272,,,,,,,,,,,,2,1,0,1,0,2,0,n
shortterm,sarima,datarate,8.724816469,0.03279392,0.002246921,,,,,,,,,,,,2,1,0,2,0,0,0,n
shortterm,sarima,datarate,8.762147338,0.133224095,0.002257291,,,,,,,,,,,,2,1,0,2,0,1,0,n
shortterm,sarima,datarate,8.773075771,0.207331806,0.002300751,,,,,,,,,,,,2,1,0,2,0,2,0,n
shortterm,sarima,datarate,8.723612353,0.011344186,0.003455423,,,,,,,,,,,,2,1,0,0,0,0,0,c
shortterm,sarima,datarate,8.737163235,0.074632269,0.003327243,,,,,,,,,,,,2,1,0,0,0,1,0,c
shortterm,sarima,datarate,8.780138748,0.127792493,0.003392239,,,,,,,,,,,,2,1,0,0,0,2,0,c
shortterm,sarima,datarate,8.732523216,0.060934981,0.003454632,,,,,,,,,,,,2,1,0,1,0,0,0,c
shortterm,sarima,datarate,8.740962325,0.131403118,0.003342438,,,,,,,,,,,,2,1,0,1,0,1,0,c
shortterm,sarima,datarate,8.780850492,0.284433957,0.003375645,,,,,,,,,,,,2,1,0,1,0,2,0,c
shortterm,sarima,datarate,8.734490171,0.109592741,0.003452455,,,,,,,,,,,,2,1,0,2,0,0,0,c
shortterm,sarima,datarate,8.771888056,0.351272131,0.003446357,,,,,,,,,,,,2,1,0,2,0,1,0,c
shortterm,sarima,datarate,8.787793219,0.435856746,0.003480174,,,,,,,,,,,,2,1,0,2,0,2,0,c
shortterm,sarima,datarate,8.743347412,0.025432065,0.003209633,,,,,,,,,,,,2,1,0,0,0,0,0,t
shortterm,sarima,datarate,8.753617607,0.142667751,0.003384924,,,,,,,,,,,,2,1,0,0,0,1,0,t
shortterm,sarima,datarate,8.799437705,0.257894311,0.003360342,,,,,,,,,,,,2,1,0,0,0,2,0,t
shortterm,sarima,datarate,8.75309295,0.103095515,0.003405574,,,,,,,,,,,,2,1,0,1,0,0,0,t
shortterm,sarima,datarate,8.759097227,0.213767349,0.003344993,,,,,,,,,,,,2,1,0,1,0,1,0,t
shortterm,sarima,datarate,8.796939934,0.304849574,0.003359638,,,,,,,,,,,,2,1,0,1,0,2,0,t
shortterm,sarima,datarate,8.75550185,0.102144727,0.003447578,,,,,,,,,,,,2,1,0,2,0,0,0,t
shortterm,sarima,datarate,8.789391235,0.337290668,0.003461627,,,,,,,,,,,,2,1,0,2,0,1,0,t
shortterm,sarima,datarate,8.797225377,0.41270886,0.003503396,,,,,,,,,,,,2,1,0,2,0,2,0,t
shortterm,sarima,datarate,8.75271613,0.032526631,0.003207852,,,,,,,,,,,,2,1,0,0,0,0,0,ct
shortterm,sarima,datarate,8.766564921,0.151967952,0.003336845,,,,,,,,,,,,2,1,0,0,0,1,0,ct
shortterm,sarima,datarate,8.814051739,0.28799715,0.003376203,,,,,,,,,,,,2,1,0,0,0,2,0,ct
shortterm,sarima,datarate,8.761585959,0.119506011,0.003357012,,,,,,,,,,,,2,1,0,1,0,0,0,ct
shortterm,sarima,datarate,8.772910899,0.289088367,0.003353714,,,,,,,,,,,,2,1,0,1,0,1,0,ct
shortterm,sarima,datarate,8.804541657,0.358998907,0.003365146,,,,,,,,,,,,2,1,0,1,0,2,0,ct
shortterm,sarima,datarate,8.765453278,0.216097125,0.003451429,,,,,,,,,,,,2,1,0,2,0,0,0,ct
shortterm,sarima,datarate,8.770351771,0.401741269,0.003493444,,,,,,,,,,,,2,1,0,2,0,1,0,ct
shortterm,sarima,datarate,8.807279109,0.480502521,0.00352988,,,,,,,,,,,,2,1,0,2,0,2,0,ct
shortterm,sarima,datarate,8.726081328,0.025500971,0.002188012,,,,,,,,,,,,2,1,1,0,0,0,0,n
shortterm,sarima,datarate,8.782264999,0.101900171,0.002274174,,,,,,,,,,,,2,1,1,0,0,1,0,n
shortterm,sarima,datarate,8.77905571,0.094722105,0.002313297,,,,,,,,,,,,2,1,1,0,0,2,0,n
shortterm,sarima,datarate,8.731176795,0.086733358,0.002278331,,,,,,,,,,,,2,1,1,1,0,0,0,n
shortterm,sarima,datarate,8.80110225,0.150333399,0.002232653,,,,,,,,,,,,2,1,1,1,0,1,0,n
shortterm,sarima,datarate,8.754341329,0.197469072,0.002294765,,,,,,,,,,,,2,1,1,1,0,2,0,n
shortterm,sarima,datarate,8.76212607,0.127663116,0.002290734,,,,,,,,,,,,2,1,1,2,0,0,0,n
shortterm,sarima,datarate,8.736134566,0.074187904,0.002243679,,,,,,,,,,,,2,1,1,2,0,1,0,n
shortterm,sarima,datarate,8.76743824,0.254814243,0.002332017,,,,,,,,,,,,2,1,1,2,0,2,0,n
shortterm,sarima,datarate,8.737165762,0.064042414,0.003603955,,,,,,,,,,,,2,1,1,0,0,0,0,c
shortterm,sarima,datarate,8.776730024,0.24584474,0.003359234,,,,,,,,,,,,2,1,1,0,0,1,0,c
shortterm,sarima,datarate,8.783376238,0.24675404,0.003472783,,,,,,,,,,,,2,1,1,0,0,2,0,c
shortterm,sarima,datarate,8.740924641,0.194401475,0.003398289,,,,,,,,,,,,2,1,1,1,0,0,0,c
shortterm,sarima,datarate,8.809790434,0.326279082,0.003389081,,,,,,,,,,,,2,1,1,1,0,1,0,c
shortterm,sarima,datarate,8.765853291,0.416835959,0.003451086,,,,,,,,,,,,2,1,1,1,0,2,0,c
shortterm,sarima,datarate,8.771917863,0.337435989,0.003447362,,,,,,,,,,,,2,1,1,2,0,0,0,c
shortterm,sarima,datarate,8.74582958,0.193062336,0.003448927,,,,,,,,,,,,2,1,1,2,0,1,0,c
shortterm,sarima,datarate,8.778547839,0.507423909,0.003498961,,,,,,,,,,,,2,1,1,2,0,2,0,c
shortterm,sarima,datarate,8.755241973,0.091783409,0.003296956,,,,,,,,,,,,2,1,1,0,0,0,0,t
shortterm,sarima,datarate,8.750638317,0.155301035,0.003375833,,,,,,,,,,,,2,1,1,0,0,1,0,t
shortterm,sarima,datarate,8.804128168,0.31332508,0.0034051,,,,,,,,,,,,2,1,1,0,0,2,0,t
shortterm,sarima,datarate,8.776766191,0.256206291,0.003332267,,,,,,,,,,,,2,1,1,1,0,0,0,t
shortterm,sarima,datarate,8.792272256,0.295692881,0.003398951,,,,,,,,,,,,2,1,1,1,0,1,0,t
shortterm,sarima,datarate,8.796977955,0.292564039,0.003464062,,,,,,,,,,,,2,1,1,1,0,2,0,t
shortterm,sarima,datarate,8.801214224,0.371172568,0.003522304,,,,,,,,,,,,2,1,1,2,0,0,0,t
shortterm,sarima,datarate,8.765460042,0.197790645,0.00349164,,,,,,,,,,,,2,1,1,2,0,1,0,t
shortterm,sarima,datarate,8.800630607,0.494575565,0.003533627,,,,,,,,,,,,2,1,1,2,0,2,0,t
shortterm,sarima,datarate,8.766042322,0.100005834,0.003304616,,,,,,,,,,,,2,1,1,0,0,0,0,ct
shortterm,sarima,datarate,8.779926548,0.166540799,0.003286796,,,,,,,,,,,,2,1,1,0,0,1,0,ct
shortterm,sarima,datarate,8.812572401,0.386717022,0.003445474,,,,,,,,,,,,2,1,1,0,0,2,0,ct
shortterm,sarima,datarate,8.774327265,0.306082019,0.003327782,,,,,,,,,,,,2,1,1,1,0,0,0,ct
shortterm,sarima,datarate,8.798975518,0.35728608,0.003397428,,,,,,,,,,,,2,1,1,1,0,1,0,ct
shortterm,sarima,datarate,8.802688021,0.417157044,0.003503297,,,,,,,,,,,,2,1,1,1,0,2,0,ct
shortterm,sarima,datarate,8.782536037,0.416458632,0.003476325,,,,,,,,,,,,2,1,1,2,0,0,0,ct
shortterm,sarima,datarate,8.789777473,0.306187815,0.003459619,,,,,,,,,,,,2,1,1,2,0,1,0,ct
shortterm,sarima,datarate,8.795712253,0.544652013,0.003454949,,,,,,,,,,,,2,1,1,2,0,2,0,ct
shortterm,sarima,datarate,8.769750881,0.056719107,0.002271271,,,,,,,,,,,,2,1,2,0,0,0,0,n
shortterm,sarima,datarate,8.774513772,0.110739181,0.002289682,,,,,,,,,,,,2,1,2,0,0,1,0,n
shortterm,sarima,datarate,8.792342489,0.178157616,0.002324289,,,,,,,,,,,,2,1,2,0,0,2,0,n
shortterm,sarima,datarate,8.770397597,0.11365272,0.002276174,,,,,,,,,,,,2,1,2,1,0,0,0,n
shortterm,sarima,datarate,8.770696879,0.143050286,0.002285565,,,,,,,,,,,,2,1,2,1,0,1,0,n
shortterm,sarima,datarate,8.790178194,0.25073774,0.002321628,,,,,,,,,,,,2,1,2,1,0,2,0,n
shortterm,sarima,datarate,8.773886886,0.199700196,0.002359115,,,,,,,,,,,,2,1,2,2,0,0,0,n
shortterm,sarima,datarate,8.767736611,0.256367179,0.002302195,,,,,,,,,,,,2,1,2,2,0,1,0,n
shortterm,sarima,datarate,8.753727147,0.118116696,0.002308826,,,,,,,,,,,,2,1,2,2,0,2,0,n
shortterm,sarima,datarate,8.780665319,0.125992186,0.003361466,,,,,,,,,,,,2,1,2,0,0,0,0,c
shortterm,sarima,datarate,8.785153653,0.245881403,0.00343967,,,,,,,,,,,,2,1,2,0,0,1,0,c
shortterm,sarima,datarate,8.830753699,0.42368122,0.003538168,,,,,,,,,,,,2,1,2,0,0,2,0,c
shortterm,sarima,datarate,8.780829433,0.256677785,0.003417742,,,,,,,,,,,,2,1,2,1,0,0,0,c
shortterm,sarima,datarate,8.780293705,0.321480973,0.003454365,,,,,,,,,,,,2,1,2,1,0,1,0,c
shortterm,sarima,datarate,8.804412633,0.544721679,0.003601049,,,,,,,,,,,,2,1,2,1,0,2,0,c
shortterm,sarima,datarate,8.789168413,0.432505703,0.003456163,,,,,,,,,,,,2,1,2,2,0,0,0,c
shortterm,sarima,datarate,8.777627769,0.511427891,0.003504588,,,,,,,,,,,,2,1,2,2,0,1,0,c
shortterm,sarima,datarate,8.771029929,0.334566843,0.003594107,,,,,,,,,,,,2,1,2,2,0,2,0,c
shortterm,sarima,datarate,8.796464916,0.226747964,0.003397625,,,,,,,,,,,,2,1,2,0,0,0,0,t
shortterm,sarima,datarate,8.791052942,0.234087145,0.003484148,,,,,,,,,,,,2,1,2,0,0,1,0,t
shortterm,sarima,datarate,8.79471714,0.423373161,0.003633752,,,,,,,,,,,,2,1,2,0,0,2,0,t
shortterm,sarima,datarate,8.809498981,0.284544905,0.003332402,,,,,,,,,,,,2,1,2,1,0,0,0,t
shortterm,sarima,datarate,8.793952962,0.345173303,0.003452643,,,,,,,,,,,,2,1,2,1,0,1,0,t
shortterm,sarima,datarate,8.79533669,0.486951988,0.003494835,,,,,,,,,,,,2,1,2,1,0,2,0,t
shortterm,sarima,datarate,8.790187355,0.396927733,0.003456001,,,,,,,,,,,,2,1,2,2,0,0,0,t
shortterm,sarima,datarate,8.808044891,0.480699744,0.003482019,,,,,,,,,,,,2,1,2,2,0,1,0,t
shortterm,sarima,datarate,8.782880676,0.481448667,0.003516744,,,,,,,,,,,,2,1,2,2,0,2,0,t
shortterm,sarima,datarate,8.803033813,0.25550564,0.003315839,,,,,,,,,,,,2,1,2,0,0,0,0,ct
shortterm,sarima,datarate,8.80956489,0.268110789,0.003426731,,,,,,,,,,,,2,1,2,0,0,1,0,ct
shortterm,sarima,datarate,8.813452463,0.442417599,0.003527075,,,,,,,,,,,,2,1,2,0,0,2,0,ct
shortterm,sarima,datarate,8.812724988,0.334477217,0.003313031,,,,,,,,,,,,2,1,2,1,0,0,0,ct
shortterm,sarima,datarate,8.807122233,0.417533372,0.003442832,,,,,,,,,,,,2,1,2,1,0,1,0,ct
shortterm,sarima,datarate,8.808946806,0.552034361,0.003599992,,,,,,,,,,,,2,1,2,1,0,2,0,ct
shortterm,sarima,datarate,8.817921578,0.443696729,0.003473459,,,,,,,,,,,,2,1,2,2,0,0,0,ct
shortterm,sarima,datarate,8.794214277,0.541772828,0.003483778,,,,,,,,,,,,2,1,2,2,0,1,0,ct
shortterm,sarima,datarate,8.808680262,0.529983902,0.003564933,,,,,,,,,,,,2,1,2,2,0,2,0,ct
shortterm,sarima,packetrate,17245801.41,0.003869031,0.002055395,,,,,,,,,,,,0,0,0,0,0,0,0,n
shortterm,sarima,packetrate,9060534.047,0.029912489,0.002362355,,,,,,,,,,,,0,0,0,0,0,1,0,n
shortterm,sarima,packetrate,5443943.1,0.073501629,0.002487006,,,,,,,,,,,,0,0,0,0,0,2,0,n
shortterm,sarima,packetrate,1068338.848,0.020473242,0.002104734,,,,,,,,,,,,0,0,0,1,0,0,0,n
shortterm,sarima,packetrate,1066456.126,0.025382707,0.002207178,,,,,,,,,,,,0,0,0,1,0,1,0,n
shortterm,sarima,packetrate,1074071.858,0.031807857,0.002183106,,,,,,,,,,,,0,0,0,1,0,2,0,n
shortterm,sarima,packetrate,1065021.051,0.027734468,0.002217346,,,,,,,,,,,,0,0,0,2,0,0,0,n
shortterm,sarima,packetrate,12438531.62,0.213471567,0.002250727,,,,,,,,,,,,0,0,0,2,0,1,0,n
shortterm,sarima,packetrate,1074693.357,0.100210947,0.002248618,,,,,,,,,,,,0,0,0,2,0,2,0,n
shortterm,sarima,packetrate,3310029.28,0.006730615,0.003060913,,,,,,,,,,,,0,0,0,0,0,0,0,c
shortterm,sarima,packetrate,2103067.997,0.030621083,0.003305887,,,,,,,,,,,,0,0,0,0,0,1,0,c
shortterm,sarima,packetrate,1616301.024,0.041919834,0.003283582,,,,,,,,,,,,0,0,0,0,0,2,0,c
shortterm,sarima,packetrate,3026117.638,0.014923211,0.003275369,,,,,,,,,,,,0,0,0,1,0,0,0,c
shortterm,sarima,packetrate,1996642.711,0.051614585,0.003305603,,,,,,,,,,,,0,0,0,1,0,1,0,c
shortterm,sarima,packetrate,1566616.782,0.077241488,0.00334908,,,,,,,,,,,,0,0,0,1,0,2,0,c
shortterm,sarima,packetrate,2994060.989,0.033744091,0.003203342,,,,,,,,,,,,0,0,0,2,0,0,0,c
shortterm,sarima,packetrate,10650036.87,0.384836169,0.003290614,,,,,,,,,,,,0,0,0,2,0,1,0,c
shortterm,sarima,packetrate,1476292.278,0.132715304,0.003406222,,,,,,,,,,,,0,0,0,2,0,2,0,c
shortterm,sarima,packetrate,7885523.31,0.006724405,0.003065423,,,,,,,,,,,,0,0,0,0,0,0,0,t
shortterm,sarima,packetrate,4394912.626,0.038297426,0.003254798,,,,,,,,,,,,0,0,0,0,0,1,0,t
shortterm,sarima,packetrate,2971415.414,0.055013014,0.003316422,,,,,,,,,,,,0,0,0,0,0,2,0,t
shortterm,sarima,packetrate,9154440.276,0.051518463,0.003254573,,,,,,,,,,,,0,0,0,1,0,0,0,t
shortterm,sarima,packetrate,6466836.119,0.048954501,0.003316419,,,,,,,,,,,,0,0,0,1,0,1,0,t
shortterm,sarima,packetrate,4169007.995,0.084244529,0.003385336,,,,,,,,,,,,0,0,0,1,0,2,0,t
shortterm,sarima,packetrate,11358615.59,0.05685682,0.003283063,,,,,,,,,,,,0,0,0,2,0,0,0,t
shortterm,sarima,packetrate,40134391.66,0.500347948,0.003332879,,,,,,,,,,,,0,0,0,2,0,1,0,t
shortterm,sarima,packetrate,4156532.993,0.112396958,0.003426524,,,,,,,,,,,,0,0,0,2,0,2,0,t
shortterm,sarima,packetrate,3106274.007,0.008272415,0.00311401,,,,,,,,,,,,0,0,0,0,0,0,0,ct
shortterm,sarima,packetrate,2009172.904,0.03615659,0.003164132,,,,,,,,,,,,0,0,0,0,0,1,0,ct
shortterm,sarima,packetrate,1559349.771,0.050584765,0.003281484,,,,,,,,,,,,0,0,0,0,0,2,0,ct
shortterm,sarima,packetrate,3474780.058,0.048396307,0.003130366,,,,,,,,,,,,0,0,0,1,0,0,0,ct
shortterm,sarima,packetrate,1968775.113,0.060094082,0.003234894,,,,,,,,,,,,0,0,0,1,0,1,0,ct
shortterm,sarima,packetrate,1538659.13,0.091811562,0.003328612,,,,,,,,,,,,0,0,0,1,0,2,0,ct
shortterm,sarima,packetrate,3187396.401,0.060843995,0.003187415,,,,,,,,,,,,0,0,0,2,0,0,0,ct
shortterm,sarima,packetrate,9683619.446,0.457133044,0.003279363,,,,,,,,,,,,0,0,0,2,0,1,0,ct
shortterm,sarima,packetrate,1462945.106,0.147176785,0.003311474,,,,,,,,,,,,0,0,0,2,0,2,0,ct
shortterm,sarima,packetrate,9060534.047,0.028271268,0.002339941,,,,,,,,,,,,0,0,1,0,0,0,0,n
shortterm,sarima,packetrate,6276707.932,0.027520556,0.00236024,,,,,,,,,,,,0,0,1,0,0,1,0,n
shortterm,sarima,packetrate,3805643.031,0.052360142,0.002616941,,,,,,,,,,,,0,0,1,0,0,2,0,n
shortterm,sarima,packetrate,1066493.239,0.027242363,0.002340401,,,,,,,,,,,,0,0,1,1,0,0,0,n
shortterm,sarima,packetrate,1078615.106,0.04166177,0.002259714,,,,,,,,,,,,0,0,1,1,0,1,0,n
shortterm,sarima,packetrate,1073184.51,0.049430222,0.002280833,,,,,,,,,,,,0,0,1,1,0,2,0,n
shortterm,sarima,packetrate,1063774.799,0.039175752,0.002279587,,,,,,,,,,,,0,0,1,2,0,0,0,n
shortterm,sarima,packetrate,12659043.01,0.133348184,0.00243834,,,,,,,,,,,,0,0,1,2,0,1,0,n
shortterm,sarima,packetrate,1070676.262,0.053054627,0.00264455,,,,,,,,,,,,0,0,1,2,0,2,0,n
shortterm,sarima,packetrate,2105732.016,0.040357932,0.003248335,,,,,,,,,,,,0,0,1,0,0,0,0,c
shortterm,sarima,packetrate,1818013.032,0.048864053,0.003363705,,,,,,,,,,,,0,0,1,0,0,1,0,c
shortterm,sarima,packetrate,1394290.442,0.063934595,0.003339717,,,,,,,,,,,,0,0,1,0,0,2,0,c
shortterm,sarima,packetrate,1995335.245,0.05148293,0.003241267,,,,,,,,,,,,0,0,1,1,0,0,0,c
shortterm,sarima,packetrate,1762350.467,0.081196277,0.003392337,,,,,,,,,,,,0,0,1,1,0,1,0,c
shortterm,sarima,packetrate,1370474.42,0.091799444,0.003341983,,,,,,,,,,,,0,0,1,1,0,2,0,c
shortterm,sarima,packetrate,1842218.29,0.081257489,0.003329597,,,,,,,,,,,,0,0,1,2,0,0,0,c
shortterm,sarima,packetrate,13534237.91,0.489214619,0.003353885,,,,,,,,,,,,0,0,1,2,0,1,0,c
shortterm,sarima,packetrate,1303286.607,0.145167067,0.003418732,,,,,,,,,,,,0,0,1,2,0,2,0,c
shortterm,sarima,packetrate,4487009.004,0.044813128,0.003186285,,,,,,,,,,,,0,0,1,0,0,0,0,t
shortterm,sarima,packetrate,3450087.236,0.051667009,0.003353088,,,,,,,,,,,,0,0,1,0,0,1,0,t
shortterm,sarima,packetrate,2268869.278,0.065089781,0.003377777,,,,,,,,,,,,0,0,1,0,0,2,0,t
shortterm,sarima,packetrate,7907008.955,0.045042403,0.003330449,,,,,,,,,,,,0,0,1,1,0,0,0,t
shortterm,sarima,packetrate,4807782.105,0.066570596,0.0033824,,,,,,,,,,,,0,0,1,1,0,1,0,t
shortterm,sarima,packetrate,2912147.511,0.089884736,0.003428661,,,,,,,,,,,,0,0,1,1,0,2,0,t
shortterm,sarima,packetrate,6484049.375,0.070485805,0.003282477,,,,,,,,,,,,0,0,1,2,0,0,0,t
shortterm,sarima,packetrate,32665811,0.69577044,0.003453628,,,,,,,,,,,,0,0,1,2,0,1,0,t
